scope,feature,class,pi_f1cls_mean,pi_f1cls_std
5.0,budget,grasp,0.03530241075241214,0.00404920731583052
5.0,nodes,grasp,0.019732610619409386,0.0034609323007654467
5.0,hull_vertices,grasp,0.0018468427838992606,0.0012052337640401575
5.0,hull_area,grasp,0.0060583740965574505,0.0014894392961732302
5.0,hull_perimeter,grasp,-0.00026231866740080714,0.003971729145197448
5.0,hull_compactness,grasp,-0.0012680587949401635,0.002592809984544129
5.0,density,grasp,0.009700520521223143,0.002680341522241285
5.0,budget_per_node,grasp,0.042257147472568035,0.007674929258061766
5.0,rad_0_5__degree_min,grasp,0.0020217461086413646,0.0028613979966481736
5.0,rad_0_5__degree_avg,grasp,0.00031247682211237303,0.0035067442637150468
5.0,rad_0_5__clustering_avg,grasp,0.001727094468743462,0.0019048559711552745
5.0,rad_1_0__clustering_avg,grasp,0.0022000462977721513,0.001963091999795167
5.0,knn_3__degree_max,grasp,-0.0006188312253044836,0.0005067220369554537
5.0,knn_3__degree_avg,grasp,-0.00025755561935918435,0.0014525588107759326
5.0,knn_3__components,grasp,-0.0014836618247233036,0.002263973312321682
5.0,knn_3__component_largest,grasp,0.0018889247302622315,0.004849702744430392
5.0,knn_3__component_avg_size,grasp,0.003483419207802552,0.0007211996085540724
5.0,knn_3__clustering_avg,grasp,0.0020504316651951183,0.0016449502576980437
5.0,knn_5__degree_max,grasp,-0.00018467539974316162,0.001482206140421786
5.0,knn_5__degree_avg,grasp,0.002861585095668295,0.001416844712971458
5.0,knn_5__components,grasp,0.002277309354514778,0.0011502074153364376
5.0,knn_5__clustering_avg,grasp,-0.0017042142682264227,0.001598411694187556
5.0,knn_8__degree_max,grasp,-0.00014681272176275684,0.0017928558968304112
5.0,knn_8__degree_avg,grasp,-0.0033345011591181307,0.0018003430331215865
5.0,knn_8__components,grasp,0.001013967652751302,0.00115115812753559
5.0,knn_8__clustering_avg,grasp,-0.0003643152972215846,0.0016634006517949776
5.0,knn_12__degree_max,grasp,-0.0013058202393723128,0.0006529101196861564
5.0,knn_12__degree_avg,grasp,0.00029132354437617637,0.003019152562778805
5.0,knn_12__components,grasp,0.0015180644897536677,0.000946026923420669
5.0,knn_12__clustering_avg,grasp,0.0014147837169180334,0.0013203097422458388
5.0,nng_plain__degree_max,grasp,0.00032740405711007003,0.0006548081142201401
5.0,nng_plain__degree_avg,grasp,0.0017402929730708338,0.001574597957805729
5.0,nng_plain__component_largest,grasp,-0.0003999723755327311,0.002298079385841381
5.0,nng_plain__clustering_avg,grasp,0.0,0.0
5.0,delaunay__degree_max,grasp,-0.0012694362019205485,0.001501846446269813
5.0,delaunay__degree_avg,grasp,0.002781502879912101,0.00346367256255407
5.0,delaunay__clustering_avg,grasp,0.0002643724801566494,0.002678610980471378
5.0,mst__degree_avg,grasp,0.01303365471834741,0.0012851152522823457
5.0,mst__mst_edge_sum,grasp,0.003627741252698624,0.002676618323729299
5.0,mst__mst_edge_max,grasp,-0.0016312266325859913,0.003081887549908489
5.0,mst__mst_diameter,grasp,0.001162159663409268,0.0015033544704252271
5.0,mst__mst_edge_sum_per_sqrtA,grasp,0.0023800904208348683,0.002745163601805715
5.0,mst__mst_edge_max_per_sqrtA,grasp,-0.0005517697183973879,0.002131488875066031
5.0,mst__mst_edge_sum_units_s,grasp,0.0026304285714301434,0.001565138171490589
5.0,mst__mst_edge_sum_units_m,grasp,-0.0039770513791305365,0.0017013185121441245
5.0,budget,greedy,0.07200501669454566,0.009280822090054496
5.0,nodes,greedy,0.07170693549310232,0.01515788974035612
5.0,hull_vertices,greedy,0.010794969362319606,0.003277601974700867
5.0,hull_area,greedy,0.004628992492095118,0.003284538101001521
5.0,hull_perimeter,greedy,0.0017772250681984403,0.007465605246029314
5.0,hull_compactness,greedy,0.010872628441667165,0.0015830117299431416
5.0,density,greedy,0.011885996723253323,0.003250738492932652
5.0,budget_per_node,greedy,0.07081558974382715,0.017966719433975185
5.0,rad_0_5__degree_min,greedy,-0.014828451228553386,0.013934411828013193
5.0,rad_0_5__degree_avg,greedy,-7.423157497310484e-05,0.007882126081468422
5.0,rad_0_5__clustering_avg,greedy,0.0020019222465211596,0.002647227858728541
5.0,rad_1_0__clustering_avg,greedy,-0.0020968905174987506,0.004367258602017627
5.0,knn_3__degree_max,greedy,0.0006284883448243628,0.0012569766896487256
5.0,knn_3__degree_avg,greedy,0.007568457760521952,0.004835749804902549
5.0,knn_3__components,greedy,0.0012569766896487256,0.0015394757541060536
5.0,knn_3__component_largest,greedy,-0.004138026369782643,0.01341626518412721
5.0,knn_3__component_avg_size,greedy,0.006236711678714757,0.0034094625948320233
5.0,knn_3__clustering_avg,greedy,0.011879301436007994,0.005198469927192449
5.0,knn_5__degree_max,greedy,0.010160620038276003,0.005035701858109548
5.0,knn_5__degree_avg,greedy,-0.0070973617529157765,0.005566901226334012
5.0,knn_5__components,greedy,-0.006428196663462904,0.0029229369941286333
5.0,knn_5__clustering_avg,greedy,0.005568423714290871,0.0012192664643350844
5.0,knn_8__degree_max,greedy,0.0018854650344730882,0.0015394757541060536
5.0,knn_8__degree_avg,greedy,-0.012328763044143676,0.002405429466062315
5.0,knn_8__components,greedy,-9.33554065010389e-05,0.003528817081542116
5.0,knn_8__clustering_avg,greedy,4.4571140718008274e-05,0.002889422416826329
5.0,knn_12__degree_max,greedy,-0.0014436853448428044,0.004332320711215989
5.0,knn_12__degree_avg,greedy,0.008798278029243845,0.00550929233825833
5.0,knn_12__components,greedy,0.0006284883448243628,0.0012569766896487256
5.0,knn_12__clustering_avg,greedy,0.0018926011594797344,0.003290051956898284
5.0,nng_plain__degree_max,greedy,0.0,0.0
5.0,nng_plain__degree_avg,greedy,-0.0025447015178318376,0.0023845189945973467
5.0,nng_plain__component_largest,greedy,0.0038272126072886213,0.0031826601821412083
5.0,nng_plain__clustering_avg,greedy,0.0,0.0
5.0,delaunay__degree_max,greedy,0.0019356159792075056,0.004369669242962404
5.0,delaunay__degree_avg,greedy,-0.005730037567802682,0.014160058575575233
5.0,delaunay__clustering_avg,greedy,-0.0014404404331310517,0.003268192438719013
5.0,mst__degree_avg,greedy,0.015937892365484263,0.014576592354775328
5.0,mst__mst_edge_sum,greedy,-0.0033541364931685804,0.0057166129375385115
5.0,mst__mst_edge_max,greedy,0.009702697786792159,0.001967355258980965
5.0,mst__mst_diameter,greedy,0.009083589865024866,0.006266344743806314
5.0,mst__mst_edge_sum_per_sqrtA,greedy,-0.002105735347942761,0.007453394515600265
5.0,mst__mst_edge_max_per_sqrtA,greedy,0.004502603067398359,0.00560074888928304
5.0,mst__mst_edge_sum_units_s,greedy,0.0057566952329588085,0.0074541788842033795
5.0,mst__mst_edge_sum_units_m,greedy,0.005644757613165385,0.004308217772526494
5.0,budget,ils,0.3101994006649317,0.07098578657645367
5.0,nodes,ils,0.030240770342900337,0.010133990461050244
5.0,hull_vertices,ils,0.013689562921686571,0.0064457481805511654
5.0,hull_area,ils,0.01808253523563872,0.0075929397355066165
5.0,hull_perimeter,ils,0.004675270893424388,0.0072620051286391195
5.0,hull_compactness,ils,0.012187228456324962,0.004653408449195821
5.0,density,ils,0.04324096971341995,0.00803777320126221
5.0,budget_per_node,ils,0.20658989139460768,0.05041338092509754
5.0,rad_0_5__degree_min,ils,0.03133372007875466,0.0066311056910851995
5.0,rad_0_5__degree_avg,ils,0.03540353695885443,0.009002008054089043
5.0,rad_0_5__clustering_avg,ils,0.02509754139675553,0.011835207296485488
5.0,rad_1_0__clustering_avg,ils,0.01687108356513032,0.00512710209617026
5.0,knn_3__degree_max,ils,0.000773797300576895,0.006264445582852961
5.0,knn_3__degree_avg,ils,0.011984974247828828,0.00682078438676127
5.0,knn_3__components,ils,-0.005801819984824564,0.006333715522515242
5.0,knn_3__component_largest,ils,0.028004709130028903,0.011394077492108932
5.0,knn_3__component_avg_size,ils,0.01891463027610287,0.007151794869439982
5.0,knn_3__clustering_avg,ils,-0.0012485575350771993,0.009289886555264552
5.0,knn_5__degree_max,ils,0.004336934855324204,0.008545851878229033
5.0,knn_5__degree_avg,ils,0.019628536058483338,0.005300952293271982
5.0,knn_5__components,ils,0.008103247646249877,0.006494155281206751
5.0,knn_5__clustering_avg,ils,0.0019805159614588288,0.01422164989712203
5.0,knn_8__degree_max,ils,0.006080547103004985,0.005681952811986108
5.0,knn_8__degree_avg,ils,0.0034526854219949278,0.002819105842077861
5.0,knn_8__components,ils,0.008124404950809261,0.004062202475404631
5.0,knn_8__clustering_avg,ils,-0.007831867187440555,0.005670507608099627
5.0,knn_12__degree_max,ils,0.008124404950809261,0.004062202475404631
5.0,knn_12__degree_avg,ils,0.0019924620723082986,0.006352410405676205
5.0,knn_12__components,ils,0.019258125338361333,0.004845594153599298
5.0,knn_12__clustering_avg,ils,0.01245754269323358,0.004871579689660952
5.0,nng_plain__degree_max,ils,0.0008758210822646273,0.0017516421645292547
5.0,nng_plain__degree_avg,ils,0.0037743718069023213,0.005621157516067783
5.0,nng_plain__component_largest,ils,0.002855771424826292,0.00688877007499278
5.0,nng_plain__clustering_avg,ils,0.0,0.0
5.0,delaunay__degree_max,ils,-0.001536393675210479,0.006495237652620414
5.0,delaunay__degree_avg,ils,-0.0030641980034834095,0.011430022590979722
5.0,delaunay__clustering_avg,ils,0.014726603810119653,0.005608389328699348
5.0,mst__degree_avg,ils,0.049216594934757676,0.012889500914660729
5.0,mst__mst_edge_sum,ils,0.020765629143328156,0.007469830683380312
5.0,mst__mst_edge_max,ils,0.0019674758711323514,0.0061861011755403525
5.0,mst__mst_diameter,ils,0.011869460952976807,0.004115461068198483
5.0,mst__mst_edge_sum_per_sqrtA,ils,0.010434782608695703,0.005679976215149422
5.0,mst__mst_edge_max_per_sqrtA,ils,0.009249503391045777,0.004320551702982524
5.0,mst__mst_edge_sum_units_s,ils,0.010091714980297373,0.0061799163477695065
5.0,mst__mst_edge_sum_units_m,ils,0.009222430049242326,0.010672218717487431
5.0,budget,vns,0.019378330618149576,0.006167740606649105
5.0,nodes,vns,0.01420546270300731,0.006141712182922938
5.0,hull_vertices,vns,0.0023734012298804786,0.0030538349701348887
5.0,hull_area,vns,-0.007525645195758268,0.0025063633017247916
5.0,hull_perimeter,vns,-0.011274021752920627,0.0030619421490997952
5.0,hull_compactness,vns,-0.007792094909577285,0.002348953754257951
5.0,density,vns,-0.007533086135439593,0.0035306516412704617
5.0,budget_per_node,vns,0.015858259919426087,0.004018681033444894
5.0,rad_0_5__degree_min,vns,-0.009987437805945309,0.002381384266022531
5.0,rad_0_5__degree_avg,vns,-0.006436750943806446,0.0030809904794252534
5.0,rad_0_5__clustering_avg,vns,-0.00443752325071336,0.0016033401528724215
5.0,rad_1_0__clustering_avg,vns,0.00018987068033398112,0.003533823075395609
5.0,knn_3__degree_max,vns,-0.0004496657286222616,0.0008993314572445231
5.0,knn_3__degree_avg,vns,-0.006064976102246988,0.003420728782711456
5.0,knn_3__components,vns,-0.0013489971858667849,0.001101451589941354
5.0,knn_3__component_largest,vns,-0.004174973022638273,0.004866871537821925
5.0,knn_3__component_avg_size,vns,-0.0011578963900485961,0.002610779613081217
5.0,knn_3__clustering_avg,vns,-0.0023688696144177567,0.0012403060157864653
5.0,knn_5__degree_max,vns,-0.004586748853446232,0.003055267837067454
5.0,knn_5__degree_avg,vns,-0.0019881556841472746,0.004888497118747421
5.0,knn_5__components,vns,-0.00262950224088383,0.0024445720184002677
5.0,knn_5__clustering_avg,vns,-0.005800447083269922,0.0032650233680567484
5.0,knn_8__degree_max,vns,-0.0017986629144890465,0.0008993314572445231
5.0,knn_8__degree_avg,vns,-0.012105000859088898,0.0033929821019703945
5.0,knn_8__components,vns,-0.0027029222153349243,0.0016877657507769282
5.0,knn_8__clustering_avg,vns,-0.0031952057466315244,0.002017540558798957
5.0,knn_12__degree_max,vns,-0.004511461124074479,0.0014336906321434537
5.0,knn_12__degree_avg,vns,-0.004846559359364244,0.0029618477875822742
5.0,knn_12__components,vns,-0.0006397346285984984,0.0012794692571969969
5.0,knn_12__clustering_avg,vns,-0.0033481228934926,0.0028275584916811402
5.0,nng_plain__degree_max,vns,0.0,0.0
5.0,nng_plain__degree_avg,vns,-0.001919203885795495,0.001567023410855228
5.0,nng_plain__component_largest,vns,-0.0027029222153349243,0.0016877657507769282
5.0,nng_plain__clustering_avg,vns,0.0,0.0
5.0,delaunay__degree_max,vns,-0.0005141356295126131,0.002658933406878545
5.0,delaunay__degree_avg,vns,-0.0017520433246207556,0.0053291694464590155
5.0,delaunay__clustering_avg,vns,-0.0009026483578872702,0.0029098896512749326
5.0,mst__degree_avg,vns,0.0059186700219394425,0.003302013471657961
5.0,mst__mst_edge_sum,vns,-0.002056697532998264,0.003873208449842882
5.0,mst__mst_edge_max,vns,-0.005607351535033378,0.0026180005948958866
5.0,mst__mst_diameter,vns,-0.002700458293534247,0.0009042593008458776
5.0,mst__mst_edge_sum_per_sqrtA,vns,-0.007218387777189128,0.0036799697891370664
5.0,mst__mst_edge_max_per_sqrtA,vns,-0.010353729923537891,0.002136812965297433
5.0,mst__mst_edge_sum_units_s,vns,-0.0036754315277292447,0.002623384398658867
5.0,mst__mst_edge_sum_units_m,vns,-0.007527166879506253,0.0017476081556233147
